HMDBP,Metabolite,direction,status
HMDBP00483,HMDB0136414,Reactand,Predicted
HMDBP00483,HMDB0136472,Product,Predicted
HMDBP00483,HMDB0136473,Product,Predicted
HMDBP12057,HMDB0136414,Reactand,Predicted
HMDBP12057,HMDB0136474,Product,Predicted
HMDBP12057,HMDB0136475,Product,Predicted
HMDBP00355,HMDB0136414,Reactand,Predicted
HMDBP00355,HMDB0136476,Product,Predicted
HMDBP00483,HMDB0136415,Reactand,Predicted
HMDBP00483,HMDB0136477,Product,Predicted
HMDBP00483,HMDB0136478,Product,Predicted
HMDBP00483,HMDB0136479,Product,Predicted
HMDBP12057,HMDB0136415,Reactand,Predicted
HMDBP12057,HMDB0136480,Product,Predicted
HMDBP12057,HMDB0136481,Product,Predicted
HMDBP00355,HMDB0136415,Reactand,Predicted
HMDBP00355,HMDB0136482,Product,Predicted
HMDBP00272,HMDB0136415,Reactand,Predicted
HMDBP00272,HMDB0136483,Product,Predicted
HMDBP00483,HMDB0136416,Reactand,Predicted
HMDBP00483,HMDB0136484,Product,Predicted
HMDBP00483,HMDB0136485,Product,Predicted
HMDBP00483,HMDB0136486,Product,Predicted
HMDBP12057,HMDB0136416,Reactand,Predicted
HMDBP12057,HMDB0136487,Product,Predicted
HMDBP00355,HMDB0136416,Reactand,Predicted
HMDBP00355,HMDB0136488,Product,Predicted
HMDBP00272,HMDB0136416,Reactand,Predicted
HMDBP00272,HMDB0136489,Product,Predicted
HMDBP00483,HMDB0136417,Reactand,Predicted
HMDBP00483,HMDB0136490,Product,Predicted
HMDBP00483,HMDB0136491,Product,Predicted
HMDBP12057,HMDB0136417,Reactand,Predicted
HMDBP12057,HMDB0136492,Product,Predicted
HMDBP12057,HMDB0136493,Product,Predicted
HMDBP00355,HMDB0136417,Reactand,Predicted
HMDBP00355,HMDB0136494,Product,Predicted
HMDBP00355,HMDB0136495,Product,Predicted
HMDBP00483,HMDB0136418,Reactand,Predicted
HMDBP00483,HMDB0136496,Product,Predicted
HMDBP00483,HMDB0136497,Product,Predicted
HMDBP12057,HMDB0136418,Reactand,Predicted
HMDBP12057,HMDB0136498,Product,Predicted
HMDBP12057,HMDB0136499,Product,Predicted
HMDBP00355,HMDB0136418,Reactand,Predicted
HMDBP00355,HMDB0136500,Product,Predicted
HMDBP00355,HMDB0136501,Product,Predicted
HMDBP00483,HMDB0136419,Reactand,Predicted
HMDBP00483,HMDB0136502,Product,Predicted
HMDBP12057,HMDB0136419,Reactand,Predicted
HMDBP12057,HMDB0136503,Product,Predicted
HMDBP00355,HMDB0136419,Reactand,Predicted
HMDBP00355,HMDB0136504,Product,Predicted
HMDBP00483,HMDB0136420,Reactand,Predicted
HMDBP00483,HMDB0136505,Product,Predicted
HMDBP12057,HMDB0136420,Reactand,Predicted
HMDBP12057,HMDB0136506,Product,Predicted
HMDBP00355,HMDB0136420,Reactand,Predicted
HMDBP00355,HMDB0136507,Product,Predicted
HMDBP00497,HMDB0136511,Reactand,Predicted
HMDBP00497,HMDB0005784,Product,Predicted
HMDBP00483,HMDB0136516,Reactand,Predicted
HMDBP00483,HMDB0136517,Product,Predicted
HMDBP00483,HMDB0136518,Product,Predicted
HMDBP00483,HMDB0136519,Product,Predicted
HMDBP00355,HMDB0136516,Reactand,Predicted
HMDBP00355,HMDB0136520,Product,Predicted
HMDBP00355,HMDB0136521,Product,Predicted
HMDBP00483,HMDB0136522,Reactand,Predicted
HMDBP00483,HMDB0136529,Product,Predicted
HMDBP00483,HMDB0136530,Product,Predicted
HMDBP00483,HMDB0136531,Product,Predicted
HMDBP12057,HMDB0136522,Reactand,Predicted
HMDBP12057,HMDB0136532,Product,Predicted
HMDBP00272,HMDB0136522,Reactand,Predicted
HMDBP00272,HMDB0136533,Product,Predicted
HMDBP00483,HMDB0136523,Reactand,Predicted
HMDBP00483,HMDB0136534,Product,Predicted
HMDBP00483,HMDB0136535,Product,Predicted
HMDBP00483,HMDB0136536,Product,Predicted
HMDBP12057,HMDB0136523,Reactand,Predicted
HMDBP12057,HMDB0136537,Product,Predicted
HMDBP00483,HMDB0136524,Reactand,Predicted
HMDBP00483,HMDB0136538,Product,Predicted
HMDBP00483,HMDB0136539,Product,Predicted
HMDBP00483,HMDB0136540,Product,Predicted
HMDBP12057,HMDB0136524,Reactand,Predicted
HMDBP12057,HMDB0136541,Product,Predicted
HMDBP00483,HMDB0136525,Reactand,Predicted
HMDBP00483,HMDB0136542,Product,Predicted
HMDBP00483,HMDB0136543,Product,Predicted
HMDBP00483,HMDB0136544,Product,Predicted
HMDBP12057,HMDB0136525,Reactand,Predicted
HMDBP12057,HMDB0136545,Product,Predicted
HMDBP12057,HMDB0136546,Product,Predicted
HMDBP00272,HMDB0136525,Reactand,Predicted
HMDBP00272,HMDB0136547,Product,Predicted
HMDBP00483,HMDB0136526,Reactand,Predicted
HMDBP00483,HMDB0136548,Product,Predicted
HMDBP00834,HMDB0136526,Reactand,Predicted
HMDBP00834,HMDB0136549,Product,Predicted
HMDBP12057,HMDB0136526,Reactand,Predicted
HMDBP12057,HMDB0136550,Product,Predicted
HMDBP00483,HMDB0032853,Reactand,Predicted
HMDBP00483,HMDB0136556,Product,Predicted
HMDBP00483,HMDB0136557,Product,Predicted
HMDBP00483,HMDB0136558,Product,Predicted
HMDBP00483,HMDB0136559,Product,Predicted
HMDBP00483,HMDB0034133,Reactand,Predicted
HMDBP00483,HMDB0136560,Product,Predicted
HMDBP00483,HMDB0136551,Reactand,Predicted
HMDBP00483,HMDB0136561,Product,Predicted
HMDBP00483,HMDB0136562,Product,Predicted
HMDBP00483,HMDB0136552,Reactand,Predicted
HMDBP00483,HMDB0136563,Product,Predicted
HMDBP00483,HMDB0136553,Reactand,Predicted
HMDBP00483,HMDB0136564,Product,Predicted
HMDBP00483,HMDB0136565,Product,Predicted
HMDBP00483,HMDB0136554,Reactand,Predicted
HMDBP00483,HMDB0136566,Product,Predicted
HMDBP00483,HMDB0136567,Product,Predicted
HMDBP00483,HMDB0136555,Reactand,Predicted
HMDBP00483,HMDB0136568,Product,Predicted
HMDBP00355,HMDB0136555,Reactand,Predicted
HMDBP00355,HMDB0136569,Product,Predicted
HMDBP00483,HMDB0136577,Reactand,Predicted
HMDBP00483,HMDB0136579,Product,Predicted
HMDBP00483,HMDB0032900,Reactand,Predicted
HMDBP00483,HMDB0136581,Product,Predicted
HMDBP00483,HMDB0136582,Product,Predicted
HMDBP00483,HMDB0136583,Product,Predicted
HMDBP00483,HMDB0136584,Product,Predicted
HMDBP12057,HMDB0032900,Reactand,Predicted
HMDBP12057,HMDB0136585,Product,Predicted
HMDBP00272,HMDB0032900,Reactand,Predicted
HMDBP00272,HMDB0136586,Product,Predicted
HMDBP00483,HMDB0136580,Reactand,Predicted
HMDBP00483,HMDB0136587,Product,Predicted
HMDBP00483,HMDB0136588,Product,Predicted
HMDBP00483,HMDB0136589,Product,Predicted
HMDBP00483,HMDB0136590,Product,Predicted
HMDBP12057,HMDB0136580,Reactand,Predicted
HMDBP12057,HMDB0136591,Product,Predicted
HMDBP00272,HMDB0136580,Reactand,Predicted
HMDBP00272,HMDB0136592,Product,Predicted
HMDBP00497,HMDB0032904,Reactand,Predicted
HMDBP00497,HMDB0029483,Product,Predicted
HMDBP00483,HMDB0032904,Reactand,Predicted
HMDBP00483,HMDB0136593,Product,Predicted
HMDBP00483,HMDB0136594,Product,Predicted
HMDBP00483,HMDB0136595,Product,Predicted
HMDBP00483,HMDB0136596,Product,Predicted
HMDBP00483,HMDB0136597,Product,Predicted
HMDBP00483,HMDB0136598,Product,Predicted
HMDBP00483,HMDB0136599,Product,Predicted
HMDBP00483,HMDB0136600,Product,Predicted
HMDBP00483,HMDB0136601,Product,Predicted
HMDBP12057,HMDB0032904,Reactand,Predicted
HMDBP12057,HMDB0136602,Product,Predicted
HMDBP00355,HMDB0032904,Reactand,Predicted
HMDBP00355,HMDB0136603,Product,Predicted
HMDBP00483,HMDB0029483,Reactand,Predicted
HMDBP00483,HMDB0136604,Product,Predicted
HMDBP00483,HMDB0136605,Product,Predicted
HMDBP00483,HMDB0136606,Product,Predicted
HMDBP00483,HMDB0136607,Product,Predicted
HMDBP00483,HMDB0136608,Product,Predicted
HMDBP00483,HMDB0136609,Product,Predicted
HMDBP00483,HMDB0136610,Product,Predicted
HMDBP00355,HMDB0029483,Reactand,Predicted
HMDBP00355,HMDB0136611,Product,Predicted
HMDBP00355,HMDB0136612,Product,Predicted
HMDBP00483,HMDB0032905,Reactand,Predicted
HMDBP00483,HMDB0136613,Product,Predicted
HMDBP00483,HMDB0136614,Product,Predicted
HMDBP00483,HMDB0136615,Product,Predicted
HMDBP00483,HMDB0136616,Product,Predicted
HMDBP00483,HMDB0136617,Product,Predicted
HMDBP00483,HMDB0136618,Product,Predicted
HMDBP00483,HMDB0136619,Product,Predicted
HMDBP00483,HMDB0136620,Product,Predicted
HMDBP00483,HMDB0136621,Product,Predicted
HMDBP12057,HMDB0032905,Reactand,Predicted
HMDBP12057,HMDB0136622,Product,Predicted
HMDBP00355,HMDB0032905,Reactand,Predicted
HMDBP00355,HMDB0136623,Product,Predicted
HMDBP00483,HMDB0029478,Reactand,Predicted
HMDBP00483,HMDB0136633,Product,Predicted
HMDBP00483,HMDB0136634,Product,Predicted
HMDBP00483,HMDB0136635,Product,Predicted
HMDBP00483,HMDB0136636,Product,Predicted
HMDBP12057,HMDB0029478,Reactand,Predicted
HMDBP12057,HMDB0136637,Product,Predicted
HMDBP00355,HMDB0029478,Reactand,Predicted
HMDBP00355,HMDB0136638,Product,Predicted
HMDBP00355,HMDB0136639,Product,Predicted
HMDBP00355,HMDB0136640,Product,Predicted
HMDBP00272,HMDB0029478,Reactand,Predicted
HMDBP00272,HMDB0037422,Product,Predicted
HMDBP07349,HMDB0032944,Reactand,Predicted
HMDBP07349,HMDB0136645,Product,Predicted
HMDBP00483,HMDB0032944,Reactand,Predicted
HMDBP00483,HMDB0136646,Product,Predicted
HMDBP07349,HMDB0136641,Reactand,Predicted
HMDBP07349,HMDB0136647,Product,Predicted
HMDBP00483,HMDB0136641,Reactand,Predicted
HMDBP00483,HMDB0136648,Product,Predicted
HMDBP00483,HMDB0136649,Product,Predicted
HMDBP07349,HMDB0136642,Reactand,Predicted
HMDBP07349,HMDB0136650,Product,Predicted
HMDBP00483,HMDB0136642,Reactand,Predicted
HMDBP00483,HMDB0136651,Product,Predicted
HMDBP00483,HMDB0136652,Product,Predicted
HMDBP07349,HMDB0136643,Reactand,Predicted
HMDBP07349,HMDB0136653,Product,Predicted
HMDBP00483,HMDB0136643,Reactand,Predicted
HMDBP00483,HMDB0136654,Product,Predicted
HMDBP00483,HMDB0136655,Product,Predicted
HMDBP07349,HMDB0136644,Reactand,Predicted
HMDBP07349,HMDB0136656,Product,Predicted
HMDBP00483,HMDB0136644,Reactand,Predicted
HMDBP00483,HMDB0136657,Product,Predicted
HMDBP00483,HMDB0136658,Product,Predicted
HMDBP00483,HMDB0032951,Reactand,Predicted
HMDBP00483,HMDB0136662,Product,Predicted
HMDBP00483,HMDB0136663,Product,Predicted
HMDBP00483,HMDB0136659,Reactand,Predicted
HMDBP00483,HMDB0136664,Product,Predicted
HMDBP00483,HMDB0136665,Product,Predicted
HMDBP00483,HMDB0136666,Product,Predicted
HMDBP00483,HMDB0136660,Reactand,Predicted
HMDBP00483,HMDB0136667,Product,Predicted
HMDBP00483,HMDB0136668,Product,Predicted
HMDBP00483,HMDB0136669,Product,Predicted
HMDBP00483,HMDB0136661,Reactand,Predicted
HMDBP00483,HMDB0136670,Product,Predicted
HMDBP00483,HMDB0136671,Product,Predicted
HMDBP00483,HMDB0136672,Product,Predicted
HMDBP00483,HMDB0136673,Reactand,Predicted
HMDBP00483,HMDB0136676,Product,Predicted
HMDBP00483,HMDB0136674,Reactand,Predicted
HMDBP00483,HMDB0136677,Product,Predicted
HMDBP00483,HMDB0136675,Reactand,Predicted
HMDBP00483,HMDB0136678,Product,Predicted
HMDBP00075,HMDB0012157,Reactand,Predicted
HMDBP00075,HMDB0030124,Product,Predicted
HMDBP00483,HMDB0136679,Reactand,Predicted
HMDBP00483,HMDB0136684,Product,Predicted
HMDBP00355,HMDB0136679,Reactand,Predicted
HMDBP00355,HMDB0136685,Product,Predicted
HMDBP00483,HMDB0136680,Reactand,Predicted
HMDBP00483,HMDB0136686,Product,Predicted
HMDBP00483,HMDB0136681,Reactand,Predicted
HMDBP00483,HMDB0136687,Product,Predicted
HMDBP00834,HMDB0136682,Reactand,Predicted
HMDBP00834,HMDB0136688,Product,Predicted
HMDBP00483,HMDB0136683,Reactand,Predicted
HMDBP00483,HMDB0136689,Product,Predicted
HMDBP00483,HMDB0030124,Reactand,Predicted
HMDBP00483,HMDB0136690,Product,Predicted
HMDBP00355,HMDB0030124,Reactand,Predicted
HMDBP00355,HMDB0136691,Product,Predicted
HMDBP00483,HMDB0136701,Reactand,Predicted
HMDBP00483,HMDB0136702,Product,Predicted
HMDBP00355,HMDB0136701,Reactand,Predicted
HMDBP00355,HMDB0136703,Product,Predicted
HMDBP00483,HMDB0136692,Reactand,Predicted
HMDBP00483,HMDB0136704,Product,Predicted
HMDBP00483,HMDB0136705,Product,Predicted
HMDBP00355,HMDB0136692,Reactand,Predicted
HMDBP00355,HMDB0136706,Product,Predicted
HMDBP00355,HMDB0136707,Product,Predicted
HMDBP00483,HMDB0136693,Reactand,Predicted
HMDBP00483,HMDB0136708,Product,Predicted
HMDBP00355,HMDB0136693,Reactand,Predicted
HMDBP00355,HMDB0136709,Product,Predicted
HMDBP00483,HMDB0136694,Reactand,Predicted
HMDBP00483,HMDB0136710,Product,Predicted
HMDBP00355,HMDB0136694,Reactand,Predicted
HMDBP00355,HMDB0136711,Product,Predicted
HMDBP00483,HMDB0136695,Reactand,Predicted
HMDBP00483,HMDB0136712,Product,Predicted
HMDBP00355,HMDB0136695,Reactand,Predicted
HMDBP00355,HMDB0136713,Product,Predicted
HMDBP00483,HMDB0136696,Reactand,Predicted
HMDBP00483,HMDB0136714,Product,Predicted
HMDBP00483,HMDB0136715,Product,Predicted
HMDBP00355,HMDB0136696,Reactand,Predicted
HMDBP00355,HMDB0136716,Product,Predicted
HMDBP00355,HMDB0136717,Product,Predicted
HMDBP00483,HMDB0136697,Reactand,Predicted
HMDBP00483,HMDB0136718,Product,Predicted
HMDBP00483,HMDB0136719,Product,Predicted
HMDBP00355,HMDB0136697,Reactand,Predicted
HMDBP00355,HMDB0136720,Product,Predicted
HMDBP00355,HMDB0136721,Product,Predicted
HMDBP00483,HMDB0136698,Reactand,Predicted
HMDBP00483,HMDB0136722,Product,Predicted
HMDBP00483,HMDB0136723,Product,Predicted
HMDBP00355,HMDB0136698,Reactand,Predicted
HMDBP00355,HMDB0136724,Product,Predicted
HMDBP00355,HMDB0136725,Product,Predicted
HMDBP00483,HMDB0136699,Reactand,Predicted
HMDBP00483,HMDB0136726,Product,Predicted
HMDBP00834,HMDB0136699,Reactand,Predicted
HMDBP00834,HMDB0136727,Product,Predicted
HMDBP00355,HMDB0136699,Reactand,Predicted
HMDBP00355,HMDB0136728,Product,Predicted
HMDBP00483,HMDB0136700,Reactand,Predicted
HMDBP00483,HMDB0136729,Product,Predicted
HMDBP00834,HMDB0136700,Reactand,Predicted
HMDBP00834,HMDB0136730,Product,Predicted
HMDBP00355,HMDB0136700,Reactand,Predicted
HMDBP00355,HMDB0136731,Product,Predicted
HMDBP00483,HMDB0035227,Reactand,Predicted
HMDBP00483,HMDB0136735,Product,Predicted
HMDBP00483,HMDB0136736,Product,Predicted
HMDBP00355,HMDB0035227,Reactand,Predicted
HMDBP00355,HMDB0136737,Product,Predicted
HMDBP00483,HMDB0032984,Reactand,Predicted
HMDBP00483,HMDB0136741,Product,Predicted
HMDBP00483,HMDB0136742,Product,Predicted
HMDBP00483,HMDB0136743,Product,Predicted
HMDBP00483,HMDB0136744,Product,Predicted
HMDBP00483,HMDB0136738,Reactand,Predicted
HMDBP00483,HMDB0136745,Product,Predicted
HMDBP00483,HMDB0136739,Reactand,Predicted
HMDBP00483,HMDB0136746,Product,Predicted
HMDBP00483,HMDB0136747,Product,Predicted
HMDBP00483,HMDB0136740,Reactand,Predicted
HMDBP00483,HMDB0136748,Product,Predicted
HMDBP00483,HMDB0136749,Product,Predicted
HMDBP00483,HMDB0059622,Reactand,Predicted
HMDBP00483,HMDB0136759,Product,Predicted
HMDBP00483,HMDB0136750,Reactand,Predicted
HMDBP00483,HMDB0136760,Product,Predicted
HMDBP00483,HMDB0136751,Reactand,Predicted
HMDBP00483,HMDB0136761,Product,Predicted
HMDBP00355,HMDB0136751,Reactand,Predicted
HMDBP00355,HMDB0136762,Product,Predicted
HMDBP00483,HMDB0136752,Reactand,Predicted
HMDBP00483,HMDB0136763,Product,Predicted
HMDBP00483,HMDB0136753,Reactand,Predicted
HMDBP00483,HMDB0136764,Product,Predicted
HMDBP00483,HMDB0136754,Reactand,Predicted
HMDBP00483,HMDB0136765,Product,Predicted
HMDBP00355,HMDB0136754,Reactand,Predicted
HMDBP00355,HMDB0136766,Product,Predicted
HMDBP00483,HMDB0136755,Reactand,Predicted
HMDBP00483,HMDB0136767,Product,Predicted
HMDBP00483,HMDB0136768,Product,Predicted
HMDBP00483,HMDB0136756,Reactand,Predicted
HMDBP00483,HMDB0136769,Product,Predicted
HMDBP00355,HMDB0136756,Reactand,Predicted
HMDBP00355,HMDB0136770,Product,Predicted
HMDBP00483,HMDB0136757,Reactand,Predicted
HMDBP00483,HMDB0136771,Product,Predicted
HMDBP00483,HMDB0136772,Product,Predicted
HMDBP00483,HMDB0136758,Reactand,Predicted
HMDBP00483,HMDB0136773,Product,Predicted
HMDBP00483,HMDB0136774,Product,Predicted
HMDBP00483,HMDB0136775,Reactand,Predicted
HMDBP00483,HMDB0136778,Product,Predicted
HMDBP00355,HMDB0136775,Reactand,Predicted
HMDBP00355,HMDB0136779,Product,Predicted
HMDBP00483,HMDB0136776,Reactand,Predicted
HMDBP00483,HMDB0136780,Product,Predicted
HMDBP00483,HMDB0136781,Product,Predicted
HMDBP00483,HMDB0136777,Reactand,Predicted
HMDBP00483,HMDB0136782,Product,Predicted
HMDBP00483,HMDB0136783,Product,Predicted
HMDBP00483,HMDB0136784,Reactand,Predicted
HMDBP00483,HMDB0136787,Product,Predicted
HMDBP00355,HMDB0136784,Reactand,Predicted
HMDBP00355,HMDB0136788,Product,Predicted
HMDBP00483,HMDB0136785,Reactand,Predicted
HMDBP00483,HMDB0136789,Product,Predicted
HMDBP00483,HMDB0136786,Reactand,Predicted
HMDBP00483,HMDB0136790,Product,Predicted
HMDBP00483,HMDB0136804,Reactand,Predicted
HMDBP00483,HMDB0136819,Product,Predicted
HMDBP00483,HMDB0136820,Product,Predicted
HMDBP00483,HMDB0136821,Product,Predicted
HMDBP00483,HMDB0136822,Product,Predicted
HMDBP12057,HMDB0136804,Reactand,Predicted
HMDBP12057,HMDB0136823,Product,Predicted
HMDBP00355,HMDB0136804,Reactand,Predicted
HMDBP00355,HMDB0136824,Product,Predicted
HMDBP00355,HMDB0136825,Product,Predicted
HMDBP00355,HMDB0136826,Product,Predicted
HMDBP00272,HMDB0136804,Reactand,Predicted
HMDBP00272,HMDB0136827,Product,Predicted
HMDBP00483,HMDB0136805,Reactand,Predicted
HMDBP00483,HMDB0136828,Product,Predicted
HMDBP00483,HMDB0136829,Product,Predicted
HMDBP00483,HMDB0136830,Product,Predicted
HMDBP00483,HMDB0136831,Product,Predicted
HMDBP00483,HMDB0136832,Product,Predicted
HMDBP00355,HMDB0136805,Reactand,Predicted
HMDBP00355,HMDB0136833,Product,Predicted
HMDBP00355,HMDB0136834,Product,Predicted
HMDBP00355,HMDB0136835,Product,Predicted
HMDBP00272,HMDB0136805,Reactand,Predicted
HMDBP00272,HMDB0136836,Product,Predicted
HMDBP00483,HMDB0136806,Reactand,Predicted
HMDBP00483,HMDB0136837,Product,Predicted
HMDBP00483,HMDB0136838,Product,Predicted
HMDBP00483,HMDB0136839,Product,Predicted
HMDBP12057,HMDB0136806,Reactand,Predicted
HMDBP12057,HMDB0136840,Product,Predicted
HMDBP00355,HMDB0136806,Reactand,Predicted
HMDBP00355,HMDB0136841,Product,Predicted
HMDBP00355,HMDB0136842,Product,Predicted
HMDBP00355,HMDB0136843,Product,Predicted
HMDBP00497,HMDB0033006,Reactand,Predicted
HMDBP00497,HMDB0038467,Product,Predicted
HMDBP00483,HMDB0133781,Reactand,Predicted
HMDBP00483,HMDB0136846,Product,Predicted
HMDBP00483,HMDB0136847,Product,Predicted
HMDBP00483,HMDB0133785,Reactand,Predicted
HMDBP00483,HMDB0136848,Product,Predicted
HMDBP00483,HMDB0136849,Product,Predicted
HMDBP00483,HMDB0136850,Product,Predicted
HMDBP00483,HMDB0033986,Reactand,Predicted
HMDBP00483,HMDB0136851,Product,Predicted
HMDBP00483,HMDB0136852,Product,Predicted
HMDBP00483,HMDB0136853,Product,Predicted
HMDBP00272,HMDB0033189,Product,Predicted
HMDBP00483,HMDB0133793,Reactand,Predicted
HMDBP00483,HMDB0136854,Product,Predicted
HMDBP00483,HMDB0136855,Product,Predicted
HMDBP00483,HMDB0136856,Product,Predicted
HMDBP00483,HMDB0133796,Reactand,Predicted
HMDBP00483,HMDB0136857,Product,Predicted
HMDBP00483,HMDB0136858,Product,Predicted
HMDBP00483,HMDB0136859,Product,Predicted
HMDBP00483,HMDB0136844,Reactand,Predicted
HMDBP00483,HMDB0136860,Product,Predicted
HMDBP00483,HMDB0136861,Product,Predicted
HMDBP00483,HMDB0136862,Product,Predicted
HMDBP00483,HMDB0133777,Reactand,Predicted
HMDBP00483,HMDB0136863,Product,Predicted
HMDBP00483,HMDB0136864,Product,Predicted
HMDBP00355,HMDB0133777,Reactand,Predicted
HMDBP00355,HMDB0136865,Product,Predicted
HMDBP00483,HMDB0136845,Reactand,Predicted
HMDBP00483,HMDB0136866,Product,Predicted
HMDBP00483,HMDB0136867,Product,Predicted
HMDBP00483,HMDB0033014,Reactand,Predicted
HMDBP00483,HMDB0136926,Product,Predicted
HMDBP00483,HMDB0136927,Product,Predicted
HMDBP00483,HMDB0136928,Product,Predicted
HMDBP00483,HMDB0136929,Product,Predicted
HMDBP12057,HMDB0033014,Reactand,Predicted
HMDBP12057,HMDB0136930,Product,Predicted
HMDBP00355,HMDB0033014,Reactand,Predicted
HMDBP00355,HMDB0136931,Product,Predicted
HMDBP00272,HMDB0033014,Reactand,Predicted
HMDBP00272,HMDB0136932,Product,Predicted
HMDBP00483,HMDB0126508,Reactand,Predicted
HMDBP00483,HMDB0136933,Product,Predicted
HMDBP00483,HMDB0136934,Product,Predicted
HMDBP00483,HMDB0136935,Product,Predicted
HMDBP00483,HMDB0136936,Product,Predicted
HMDBP12057,HMDB0126508,Reactand,Predicted
HMDBP12057,HMDB0136937,Product,Predicted
HMDBP00272,HMDB0126508,Reactand,Predicted
HMDBP00272,HMDB0136938,Product,Predicted
HMDBP00483,HMDB0126509,Reactand,Predicted
HMDBP00483,HMDB0136939,Product,Predicted
HMDBP00483,HMDB0136940,Product,Predicted
HMDBP00483,HMDB0136941,Product,Predicted
HMDBP00355,HMDB0126509,Reactand,Predicted
HMDBP00355,HMDB0136942,Product,Predicted
HMDBP00483,HMDB0126511,Reactand,Predicted
HMDBP00483,HMDB0136943,Product,Predicted
HMDBP00483,HMDB0136944,Product,Predicted
HMDBP00483,HMDB0136945,Product,Predicted
HMDBP00483,HMDB0136947,Reactand,Predicted
HMDBP00483,HMDB0136955,Product,Predicted
HMDBP12057,HMDB0136947,Reactand,Predicted
HMDBP12057,HMDB0136956,Product,Predicted
HMDBP00483,HMDB0136948,Reactand,Predicted
HMDBP00483,HMDB0136957,Product,Predicted
HMDBP00834,HMDB0136949,Reactand,Predicted
HMDBP00834,HMDB0136958,Product,Predicted
HMDBP00834,HMDB0136959,Product,Predicted
HMDBP00483,HMDB0136950,Reactand,Predicted
HMDBP00483,HMDB0136960,Product,Predicted
HMDBP12057,HMDB0136950,Reactand,Predicted
HMDBP12057,HMDB0136961,Product,Predicted
HMDBP00483,HMDB0136951,Reactand,Predicted
HMDBP00483,HMDB0136962,Product,Predicted
HMDBP00355,HMDB0136951,Reactand,Predicted
HMDBP00355,HMDB0136963,Product,Predicted
HMDBP00483,HMDB0136952,Reactand,Predicted
HMDBP00483,HMDB0136964,Product,Predicted
HMDBP00483,HMDB0136953,Reactand,Predicted
HMDBP00483,HMDB0136965,Product,Predicted
HMDBP00355,HMDB0136953,Reactand,Predicted
HMDBP00355,HMDB0136966,Product,Predicted
HMDBP00834,HMDB0136954,Reactand,Predicted
HMDBP00834,HMDB0136967,Product,Predicted
HMDBP00834,HMDB0136968,Product,Predicted
HMDBP00483,HMDB0136969,Reactand,Predicted
HMDBP00483,HMDB0136973,Product,Predicted
HMDBP00355,HMDB0136969,Reactand,Predicted
HMDBP00355,HMDB0136974,Product,Predicted
HMDBP00483,HMDB0136970,Reactand,Predicted
HMDBP00483,HMDB0136975,Product,Predicted
HMDBP00355,HMDB0136970,Reactand,Predicted
HMDBP00355,HMDB0136976,Product,Predicted
HMDBP00483,HMDB0136971,Reactand,Predicted
HMDBP00483,HMDB0136977,Product,Predicted
HMDBP00483,HMDB0136972,Reactand,Predicted
HMDBP00483,HMDB0136978,Product,Predicted
HMDBP12057,HMDB0136972,Reactand,Predicted
HMDBP12057,HMDB0136979,Product,Predicted
HMDBP00483,HMDB0136980,Reactand,Predicted
HMDBP00483,HMDB0136984,Product,Predicted
HMDBP00483,HMDB0136985,Product,Predicted
HMDBP12057,HMDB0136980,Reactand,Predicted
HMDBP12057,HMDB0136986,Product,Predicted
HMDBP00483,HMDB0136981,Reactand,Predicted
HMDBP00483,HMDB0136987,Product,Predicted
HMDBP00483,HMDB0136988,Product,Predicted
HMDBP00483,HMDB0136982,Reactand,Predicted
HMDBP00483,HMDB0136989,Product,Predicted
HMDBP00483,HMDB0136990,Product,Predicted
HMDBP12057,HMDB0136982,Reactand,Predicted
HMDBP12057,HMDB0136991,Product,Predicted
HMDBP00272,HMDB0136982,Reactand,Predicted
HMDBP00272,HMDB0136992,Product,Predicted
HMDBP00483,HMDB0136983,Reactand,Predicted
HMDBP00483,HMDB0136993,Product,Predicted
HMDBP00834,HMDB0136983,Reactand,Predicted
HMDBP00834,HMDB0136994,Product,Predicted
HMDBP00834,HMDB0136995,Product,Predicted
HMDBP12057,HMDB0136983,Reactand,Predicted
HMDBP12057,HMDB0136996,Product,Predicted
HMDBP00483,HMDB0136997,Reactand,Predicted
HMDBP00483,HMDB0137002,Product,Predicted
HMDBP00483,HMDB0136998,Reactand,Predicted
HMDBP00483,HMDB0137003,Product,Predicted
HMDBP00483,HMDB0136999,Reactand,Predicted
HMDBP00483,HMDB0137004,Product,Predicted
HMDBP00483,HMDB0137000,Reactand,Predicted
HMDBP00483,HMDB0137005,Product,Predicted
HMDBP00834,HMDB0137001,Reactand,Predicted
HMDBP00834,HMDB0137006,Product,Predicted
HMDBP00834,HMDB0137007,Product,Predicted
HMDBP00497,HMDB0033025,Reactand,Predicted
HMDBP00497,HMDB0137008,Product,Predicted
HMDBP00497,HMDB0039372,Product,Predicted
HMDBP00483,HMDB0137011,Reactand,Predicted
HMDBP00483,HMDB0137032,Product,Predicted
HMDBP00483,HMDB0137033,Product,Predicted
HMDBP00483,HMDB0137034,Product,Predicted
HMDBP12057,HMDB0137011,Reactand,Predicted
HMDBP12057,HMDB0137035,Product,Predicted
HMDBP00272,HMDB0137011,Reactand,Predicted
HMDBP00272,HMDB0033028,Product,Predicted
HMDBP00483,HMDB0137012,Reactand,Predicted
HMDBP00483,HMDB0137036,Product,Predicted
HMDBP00483,HMDB0137037,Product,Predicted
